gene_id	Phe-2B-Rep1_L1	Phe-2B-Rep1_L2	Phe-2B-Rep1_L3	Phe-2M-Rep1_L1	Phe-2M-Rep1_L2	Phe-2M-Rep1_L3	Phe-4B-Rep1_L1	Phe-4B-Rep1_L2	Phe-4B-Rep1_L3	Phe-4M-Rep1_L1	Phe-4M-Rep1_L2	Phe-4M-Rep1_L3
PH02Gene00395	10	31	7	30	5	15	1	0	1	1	0	0
PH02Gene00396	213	602	278	434	223	172	268	217	233	225	111	142
PH02Gene00397	82	209	113	164	97	81	134	69	92	115	46	54
PH02Gene00398	0	0	0	0	0	0	0	0	0	0	2	2
PH02Gene00399	0	0	0	1	0	0	0	0	0	0	0	0
PH02Gene00400	6	15	7	12	6	6	2	7	4	9	4	3
PH02Gene00401	509	1401	699	725	409	325	458	276	389	290	131	176
PH02Gene00402	142	366	191	260	143	130	263	200	187	431	188	221
PH02Gene00403	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00404	710	2038	985	2826	1492	1134	2173	1616	2004	8670	3783	4892
PH02Gene00405	1661	4533	2201	3510	1960	1450	1532	1183	1401	2010	823	1123
PH02Gene00406	218	588	267	395	231	194	281	249	287	623	274	352
PH02Gene00407	0	0	0	0	0	0	6	1	3	209	94	111
PH02Gene00408	24	77	41	295	183	113	667	401	548	201	110	108
PH02Gene00409	21	84	39	63	39	25	8	9	9	44	29	20
PH02Gene00410	66	182	101	161	76	64	56	49	51	85	40	47
PH02Gene00411	1	13	6	3	4	4	12	5	4	9	9	4
PH02Gene00412	449	1305	631	950	490	425	620	506	596	666	307	330
PH02Gene00413	227	566	293	549	307	253	313	228	350	420	216	237
PH02Gene00414	86	254	129	145	100	71	81	52	85	62	23	32
PH02Gene00415	5	16	17	25	14	10	8	7	9	10	7	12
PH02Gene00416	1485	4007	2006	3358	1805	1371	1554	1096	1374	815	336	460
PH02Gene00417	89	232	91	214	103	91	198	162	156	236	92	108
PH02Gene00418	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00419	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00420	1281	3079	1650	3183	1834	1254	1842	1343	1682	3117	1207	1586
PH02Gene00421	504	1235	657	1143	647	457	1681	1192	1549	2387	1067	1291
PH02Gene00422	193	534	274	583	314	291	754	540	686	1103	572	599
PH02Gene00423	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00424	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00425	660	1639	887	1388	689	539	895	677	787	1064	473	562
PH02Gene00426	0	0	0	2	0	1	8	2	10	1	0	2
PH02Gene00427	13	43	22	33	14	11	18	11	18	16	11	14
PH02Gene00428	382	1078	564	788	388	323	373	249	301	455	214	280
PH02Gene00429	39	111	74	101	61	38	370	273	323	74	48	67
PH02Gene00430	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00431	0	0	0	0	0	0	2	0	0	0	0	0
PH02Gene00432	93	228	108	204	126	58	93	67	90	110	56	58
PH02Gene00433	1023	2572	1349	2231	1265	960	2109	1646	1930	3350	1551	1888
PH02Gene00434	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00435	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00436	24	83	41	56	24	17	15	8	15	46	19	31
PH02Gene00437	1	5	1	4	4	2	10	15	12	11	4	8
PH02Gene00438	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00439	443	1187	545	1048	556	425	418	322	380	145	53	79
PH02Gene00440	0	0	0	0	0	0	2	0	0	14	4	2
PH02Gene00441	588	1586	779	2177	1052	905	2403	1713	2268	6948	3100	3925
PH02Gene00442	0	0	0	0	0	1	0	0	0	4	0	0
PH02Gene00443	842	2136	1113	2009	1019	878	925	694	821	756	281	416
PH02Gene00444	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00445	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00446	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00447	6	12	5	18	14	4	14	1	12	9	6	5
PH02Gene00448	0	4	1	1	0	0	2	0	3	0	0	0
PH02Gene00449	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00450	796	1964	986	1527	829	732	851	685	851	682	313	453
PH02Gene00451	19	36	15	13	6	13	21	24	23	83	44	75
PH02Gene00452	17	65	30	20	10	11	0	0	0	1	1	0
PH02Gene00453	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00454	1092	3012	1543	3100	1567	1265	2787	2094	2522	5112	2091	2795
PH02Gene00455	18	49	21	16	19	11	5	8	6	13	0	2
PH02Gene00456	96	312	141	317	172	154	339	262	261	558	247	288
PH02Gene00457	776	2199	1057	1591	824	699	961	661	833	866	414	509
PH02Gene00458	821	2421	1184	1986	1118	829	2426	1691	2041	3855	1680	2212
PH02Gene00459	537	1400	701	1023	569	406	624	516	598	617	283	330
PH02Gene00460	28	51	24	42	26	11	692	468	585	5301	2212	2886
PH02Gene00461	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00462	77	233	150	219	164	80	278	186	214	422	180	217
PH02Gene00463	440	1206	615	1246	622	502	747	557	710	1532	680	817
PH02Gene00464	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00465	0	0	0	0	0	0	0	0	0	0	0	3
PH02Gene00466	548	1672	842	1313	631	565	1003	717	899	915	477	524
PH02Gene00467	292	805	423	961	478	466	338	267	307	332	130	176
PH02Gene00468	369	1027	502	756	348	319	396	286	390	361	179	234
PH02Gene00469	101	312	115	245	150	112	194	164	164	290	111	146
PH02Gene00470	9	44	12	18	10	13	102	43	72	187	70	134
PH02Gene00471	273	840	358	1137	550	476	1348	990	1125	3712	1600	2154
PH02Gene00472	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00473	215	567	309	890	381	409	588	392	555	2028	854	1193
PH02Gene00474	76	224	107	202	98	67	444	295	379	1975	833	1055
PH02Gene00475	341	825	407	524	323	239	351	225	280	365	163	210
PH02Gene00476	29	54	35	80	33	34	27	15	17	14	4	12
PH02Gene00477	4009	11122	5493	10584	5583	4580	5342	4038	4879	4486	1952	2558
PH02Gene00478	483	1312	655	1342	676	487	808	612	785	611	244	332
PH02Gene00479	10	46	14	37	9	10	39	24	31	128	39	57
PH02Gene00480	119	291	152	370	160	171	490	368	460	294	147	192
PH02Gene00481	157	415	204	305	195	149	85	60	74	9	11	4
PH02Gene00482	22	58	30	25	15	26	10	7	6	0	0	0
PH02Gene00483	201	600	315	619	367	215	528	352	384	676	291	402
PH02Gene00484	1	0	1	1	2	2	1	3	0	0	0	0
PH02Gene00485	163	511	257	661	306	259	1135	889	1001	2971	1326	1676
PH02Gene00486	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00487	2	14	2	10	3	2	2	0	0	7	0	2
PH02Gene00488	144	386	164	395	222	148	200	155	167	115	61	84
PH02Gene00489	0	0	0	2	0	0	0	0	0	0	0	0
PH02Gene00490	246	647	336	555	285	232	547	417	425	588	247	316
PH02Gene00491	290	704	302	614	311	255	516	371	464	565	232	313
PH02Gene00492	452	1054	576	1067	587	462	2723	1970	2274	8055	3467	4503
PH02Gene00493	0	0	0	2	0	0	0	0	0	2	3	2
PH02Gene00494	7	29	23	45	17	16	26	15	25	31	7	13
PH02Gene00495	2	8	3	4	2	0	11	13	13	0	4	4
PH02Gene00496	0	2	0	2	0	3	1	1	0	1	0	0
PH02Gene00497	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00498	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00499	65	176	91	101	71	23	101	43	73	61	28	42
PH02Gene00500	125	296	146	343	164	128	222	176	168	371	140	175
PH02Gene00501	8	15	11	19	8	7	14	14	7	39	13	32
PH02Gene00502	504	1410	708	1246	653	597	1110	810	979	786	315	454
PH02Gene00503	173	580	242	398	228	172	208	116	168	100	61	70
PH02Gene00504	1143	2990	1512	3026	1392	1250	2753	2055	2588	3764	1658	2055
PH02Gene00505	517	1349	638	1166	552	506	629	473	614	843	392	447
PH02Gene00506	599	1625	834	1116	627	498	491	381	445	162	93	93
PH02Gene00507	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00508	0	0	0	0	0	0	0	0	0	0	1	2
PH02Gene00509	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00510	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00511	54	213	83	122	69	51	40	31	27	9	8	6
PH02Gene00512	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00513	0	0	0	0	0	0	0	0	0	4	1	3
PH02Gene00514	1357	3649	1865	5406	2672	2305	6033	4345	5546	22885	9947	12800
PH02Gene00515	247	597	297	677	340	269	418	272	374	734	374	432
PH02Gene00516	2	1	0	4	0	0	10	11	6	292	112	176
PH02Gene00517	27	73	27	87	39	32	37	29	42	44	15	17
PH02Gene00518	21	90	42	92	52	45	57	49	39	130	61	59
PH02Gene00519	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00520	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00521	0	0	0	0	0	0	2	0	1	4	2	1
PH02Gene00522	13	21	15	8	0	4	2	7	2	0	0	1
PH02Gene00523	384	984	471	736	390	296	617	435	532	525	231	340
PH02Gene00524	218	607	333	545	280	216	332	209	240	373	150	210
PH02Gene00525	0	1	1	7	2	3	0	2	3	5	0	1
PH02Gene00526	3	21	12	15	7	3	4	1	5	14	8	18
PH02Gene00527	7	8	5	24	4	8	25	15	24	18	2	14
PH02Gene00528	40	81	51	185	92	107	509	384	442	116	63	70
PH02Gene00529	187	580	241	497	257	207	564	363	528	1085	461	604
PH02Gene00530	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00531	1369	3722	1835	4235	2310	1907	3968	3001	3669	6344	2755	3562
PH02Gene00532	242	589	296	643	324	297	505	368	485	844	359	553
PH02Gene00533	14	22	16	9	11	5	8	4	5	16	9	11
PH02Gene00534	34	77	40	69	14	33	22	18	20	36	33	26
PH02Gene00535	48	139	66	85	44	39	37	44	39	93	50	35
PH02Gene00536	1504	3970	1934	3230	1857	1432	1209	815	1047	312	151	192
PH02Gene00537	141	353	186	236	132	103	171	111	146	612	295	349
PH02Gene00538	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00539	64	227	110	188	86	87	46	39	64	49	23	28
PH02Gene00540	32	83	38	72	47	24	42	25	29	25	13	13
PH02Gene00541	175	414	189	337	195	125	183	156	167	167	69	80
PH02Gene00542	2826	8119	4001	6048	3039	2428	3111	2244	2613	2389	986	1164
PH02Gene00543	75	190	78	225	104	104	185	157	162	588	260	325
PH02Gene00544	43	134	69	110	52	46	59	44	61	81	34	50
PH02Gene00545	279	668	328	767	406	318	1235	855	1023	1219	542	725
PH02Gene00546	1	4	1	1	0	0	1	1	0	0	0	0
PH02Gene00547	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00548	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00549	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00550	104	279	157	325	155	139	181	121	145	161	91	118
PH02Gene00551	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00552	123	293	162	272	183	119	181	114	154	168	68	122
PH02Gene00553	849	2471	1177	2563	1288	1036	1377	982	1213	1983	849	1050
PH02Gene00554	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00555	26	74	25	60	27	28	7	7	15	7	6	6
PH02Gene00556	165	458	223	254	136	82	114	66	77	26	10	15
PH02Gene00557	262	722	371	629	337	280	373	283	386	513	226	261
PH02Gene00558	0	0	0	0	0	0	0	0	0	0	2	0
PH02Gene00559	223	653	324	482	262	219	537	400	511	396	185	265
PH02Gene00560	93	313	158	196	93	77	84	65	87	34	16	20
PH02Gene00561	115	309	153	188	110	103	203	135	190	269	102	146
PH02Gene00562	191	498	263	382	227	180	304	166	235	626	244	303
PH02Gene00563	72	223	118	418	263	220	210	170	159	476	224	286
PH02Gene00564	13	37	17	21	9	19	23	12	12	12	2	6
PH02Gene00565	106	287	140	230	128	116	150	118	143	86	37	55
PH02Gene00566	205	480	246	455	218	193	207	143	214	250	93	116
PH02Gene00567	299	801	404	843	406	367	754	581	678	1011	435	587
PH02Gene00568	11	56	18	42	19	12	19	15	18	5	3	5
PH02Gene00569	3	16	11	13	3	6	3	8	4	3	0	3
PH02Gene00570	5	10	5	15	10	1	62	43	46	230	90	138
PH02Gene00571	152	398	217	387	207	159	375	277	344	377	165	210
PH02Gene00572	355	948	467	914	486	383	856	575	667	1326	632	722
PH02Gene00573	2	7	0	5	0	3	0	1	0	6	1	0
PH02Gene00574	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00575	153	512	227	651	378	279	1390	1023	1317	3099	1382	1679
PH02Gene00576	332	831	446	578	304	254	518	408	461	333	143	224
PH02Gene00577	142	294	125	223	118	89	155	105	120	137	67	84
PH02Gene00578	1	4	2	1	2	3	0	1	1	0	0	0
PH02Gene00579	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00580	53	147	69	348	182	125	423	319	360	475	187	234
PH02Gene00581	0	0	0	0	0	0	1	0	0	3	4	4
PH02Gene00582	310	830	410	698	372	271	314	197	254	234	124	145
PH02Gene00583	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00584	44	146	58	298	145	107	764	558	634	2487	1073	1363
PH02Gene00585	0	0	0	0	0	0	0	1	0	0	0	0
PH02Gene00586	204	531	226	501	216	188	234	150	185	106	32	66
PH02Gene00587	9	21	11	28	19	8	11	13	16	15	9	3
PH02Gene00588	37	69	44	85	37	33	169	135	145	62	28	38
PH02Gene00589	1739	4449	2071	2532	1368	1073	1130	754	938	389	111	197
PH02Gene00590	14	37	17	22	23	13	7	9	4	1	2	0
PH02Gene00591	62	205	131	215	141	95	112	100	95	126	38	62
PH02Gene00592	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00593	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00594	1431	3987	1900	2620	1378	1043	754	518	695	318	125	193
PH02Gene00595	353	1058	513	872	434	347	537	355	435	640	279	389
PH02Gene00596	119	346	170	223	120	109	72	66	73	414	210	275
PH02Gene00597	9	20	8	22	5	4	2	2	1	6	1	0
PH02Gene00598	2	10	0	1	0	1	0	0	0	0	0	0
PH02Gene00599	111	311	181	214	117	91	103	92	95	158	78	84
PH02Gene00600	122	349	153	318	177	142	125	121	105	239	92	90
PH02Gene00601	416	1097	473	774	416	336	459	303	383	577	278	289
PH02Gene00602	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00603	1	4	0	15	8	3	73	67	63	63	34	32
PH02Gene00604	63	166	104	52	31	21	185	134	172	87	57	55
PH02Gene00605	78	201	115	101	64	53	113	71	98	114	57	51
PH02Gene00606	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00607	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00608	338	891	490	890	451	390	617	453	560	582	258	351
PH02Gene00609	426	982	567	953	528	367	612	440	526	309	135	180
PH02Gene00610	16	62	23	132	76	55	271	182	209	158	70	82
PH02Gene00611	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00612	215	717	358	688	344	277	416	363	378	387	178	211
PH02Gene00613	28	94	26	65	32	19	87	43	46	152	66	69
PH02Gene00614	64	160	66	114	59	44	28	25	29	23	8	13
PH02Gene00615	7	33	13	26	19	7	19	17	22	38	25	13
PH02Gene00616	0	0	0	0	0	0	0	2	0	1	0	0
PH02Gene00617	1	0	2	0	0	0	3	0	4	0	0	0
PH02Gene00618	0	0	0	0	3	1	2	1	2	0	0	0
PH02Gene00619	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00620	47	155	70	99	42	43	89	74	87	18	11	12
PH02Gene00621	1692	4647	2336	2567	1355	1135	2330	1685	2093	1458	606	839
PH02Gene00622	3	23	4	7	4	3	13	9	19	13	13	6
PH02Gene00623	17	84	39	76	29	28	95	53	73	155	66	83
PH02Gene00624	376	996	464	878	476	392	884	683	844	1754	817	1050
PH02Gene00625	8056	21446	10786	12806	6860	5589	4353	3177	3901	592	252	354
PH02Gene00626	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00627	8	48	34	50	29	18	37	17	31	14	8	11
PH02Gene00628	27	57	32	49	40	21	32	14	24	16	4	10
PH02Gene00629	0	0	0	3	0	2	0	0	0	0	0	0
PH02Gene00630	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00631	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00632	700	2018	955	2124	1164	921	2141	1597	1946	2588	1201	1468
PH02Gene00633	117	259	130	162	103	65	73	57	61	45	29	30
PH02Gene00634	576	1546	844	1423	691	591	1147	807	1085	1386	556	738
PH02Gene00635	271	673	390	568	245	223	299	227	277	326	134	201
PH02Gene00636	0	0	0	5	0	0	3	1	8	8	1	6
PH02Gene00637	491	1247	665	1284	704	538	1129	870	989	1596	682	914
PH02Gene00638	3	1	2	2	4	0	8	0	6	18	8	13
PH02Gene00639	241	701	330	553	253	202	363	251	273	311	137	170
PH02Gene00640	58	152	78	103	61	45	59	39	36	70	34	43
PH02Gene00641	229	629	309	506	277	224	367	249	323	408	186	249
PH02Gene00642	272	692	355	542	279	251	329	216	253	310	134	186
PH02Gene00643	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00644	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00645	50	124	64	122	54	53	95	69	87	122	35	53
PH02Gene00646	43	104	70	195	83	62	39	23	26	33	13	26
PH02Gene00647	324	905	494	694	354	283	181	157	195	344	137	218
PH02Gene00648	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00649	13	15	19	25	21	18	13	15	25	36	20	17
PH02Gene00650	0	0	0	0	0	0	0	0	0	1	2	1
PH02Gene00651	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00652	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00653	0	1	0	2	0	0	0	0	3	1	1	2
PH02Gene00654	140	310	181	250	111	114	70	41	81	13	7	8
PH02Gene00655	0	0	0	0	0	0	0	0	0	2	0	0
PH02Gene00656	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00657	170	463	239	687	389	332	462	353	478	1054	477	610
PH02Gene00658	334	995	421	711	378	292	513	347	441	617	280	364
PH02Gene00659	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00660	195	598	286	466	260	220	236	200	226	347	118	156
PH02Gene00661	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00662	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00663	418	951	491	707	408	308	334	274	330	432	225	264
PH02Gene00664	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00665	29	88	31	70	41	39	67	44	48	157	82	97
PH02Gene00666	40	97	69	63	48	33	22	19	32	27	14	7
PH02Gene00667	0	8	0	2	5	7	22	14	18	48	29	44
PH02Gene00668	357	886	467	815	427	363	660	458	578	948	470	535
PH02Gene00669	59	169	83	186	87	64	112	86	105	141	90	81
PH02Gene00670	33	148	55	69	44	28	25	14	35	27	17	18
PH02Gene00671	128	270	134	203	106	98	116	95	99	94	35	57
PH02Gene00672	33	115	56	91	75	38	86	54	74	113	41	49
PH02Gene00673	171	433	208	292	160	157	161	145	151	218	104	111
PH02Gene00674	51	133	64	75	36	22	39	25	32	21	16	16
PH02Gene00675	0	0	0	0	0	0	3	5	1	46	19	34
PH02Gene00676	156	377	208	311	183	139	130	92	107	74	35	52
PH02Gene00677	731	1951	933	1395	668	635	581	421	535	304	145	183
PH02Gene00678	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00679	1095	2870	1316	2552	1333	1124	1974	1437	1716	2408	1025	1410
PH02Gene00680	278	678	386	663	332	322	308	268	264	290	113	153
PH02Gene00681	95	335	155	321	165	137	172	127	168	161	82	110
PH02Gene00682	33	71	39	63	49	23	44	16	39	78	26	44
PH02Gene00683	2	10	6	16	3	14	7	5	8	5	1	3
PH02Gene00684	8	15	12	16	3	4	19	16	17	10	3	14
PH02Gene00685	985	2725	1297	2413	1284	1042	1732	1289	1495	2449	1083	1416
PH02Gene00686	2	2	1	3	0	0	0	0	0	0	0	2
PH02Gene00687	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00688	155	391	194	301	161	137	267	203	209	235	110	153
PH02Gene00689	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00690	29	104	53	88	23	22	53	28	26	46	13	22
PH02Gene00691	62	155	81	107	62	39	16	10	21	11	6	3
PH02Gene00692	149	427	207	335	186	136	330	204	245	475	225	322
PH02Gene00693	539	1473	758	1235	616	522	1109	812	1044	1884	834	1106
PH02Gene00694	252	726	361	665	363	305	506	319	410	557	202	248
PH02Gene00695	213	630	297	616	356	238	616	448	532	778	337	420
PH02Gene00696	11	32	25	23	12	7	10	6	4	0	0	0
PH02Gene00697	149	411	223	235	134	127	134	91	107	178	62	92
PH02Gene00698	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00699	0	0	0	0	0	2	18	17	11	2	0	0
PH02Gene00700	301	807	423	993	546	456	536	335	486	796	340	430
PH02Gene00701	142	425	210	403	234	147	432	333	420	1238	510	713
PH02Gene00702	41	113	46	106	62	44	39	30	33	21	24	11
PH02Gene00703	126	370	225	211	107	73	798	544	715	1024	432	521
PH02Gene00704	46	101	34	80	42	27	93	61	92	262	101	142
PH02Gene00705	53	107	55	127	53	55	107	76	96	48	27	48
PH02Gene00706	51	123	57	145	81	66	38	28	33	82	34	35
PH02Gene00707	185	457	221	465	215	181	176	147	156	203	89	111
PH02Gene00708	228	503	264	388	242	167	221	134	200	177	85	90
PH02Gene00709	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00710	293	845	401	638	351	273	635	463	593	1523	644	889
PH02Gene00711	356	910	467	872	505	400	496	360	414	376	176	209
PH02Gene00712	0	0	0	0	0	0	1	0	0	0	0	0
PH02Gene00713	393	1120	555	890	476	413	671	506	543	736	294	380
PH02Gene00714	337	935	442	662	356	311	263	216	232	153	80	103
PH02Gene00715	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00716	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00717	82	317	147	165	105	78	126	85	112	133	50	69
PH02Gene00718	12	51	19	32	15	7	11	6	9	15	10	11
PH02Gene00719	69	155	89	129	65	47	56	45	58	62	36	32
PH02Gene00720	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00721	587	1574	750	1531	756	623	1002	711	866	1208	506	665
PH02Gene00722	243	726	409	505	274	202	387	269	311	351	160	205
PH02Gene00723	76	226	89	113	66	43	27	31	29	10	2	2
PH02Gene00724	50	115	58	70	47	42	49	38	50	90	31	33
PH02Gene00725	57	96	46	101	45	33	44	42	37	54	25	32
PH02Gene00726	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00727	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00728	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00729	133	420	197	300	202	161	411	253	306	435	176	236
PH02Gene00730	1	0	0	2	0	0	2	0	0	0	0	0
PH02Gene00731	191	507	289	322	147	122	63	51	48	0	3	2
PH02Gene00732	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00733	364	923	449	880	493	386	623	440	508	572	253	316
PH02Gene00734	160	414	207	368	196	148	76	42	69	64	22	31
PH02Gene00735	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00736	142	351	180	366	174	137	279	226	227	226	101	120
PH02Gene00737	411	1050	486	1200	665	539	867	597	722	1344	541	775
PH02Gene00738	321	822	420	654	290	275	231	163	209	201	96	123
PH02Gene00739	0	0	0	0	0	0	2	1	1	0	0	0
PH02Gene00740	9	24	22	22	15	11	25	14	18	49	15	24
PH02Gene00741	176	408	194	452	226	207	660	443	632	559	259	303
PH02Gene00742	317	740	382	599	337	302	335	279	277	372	179	200
PH02Gene00743	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00744	119	347	175	436	226	170	649	436	568	1023	393	575
PH02Gene00745	134	438	214	345	170	139	216	153	126	192	100	88
PH02Gene00746	0	0	0	1	0	0	0	0	0	0	0	0
PH02Gene00747	313	871	412	956	475	397	619	417	584	699	296	346
PH02Gene00748	86	195	109	133	67	35	123	90	100	69	43	42
PH02Gene00749	394	1064	553	997	516	398	363	226	294	64	19	37
PH02Gene00750	97	252	131	142	73	61	94	59	77	20	9	15
PH02Gene00751	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00752	34	83	40	74	51	39	56	39	49	113	55	42
PH02Gene00753	5	17	11	26	13	10	24	16	19	4138	1763	2332
PH02Gene00754	1	1	0	4	2	0	2	1	2	0	0	0
PH02Gene00755	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00756	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00757	173	490	261	402	232	176	325	219	274	273	172	165
PH02Gene00758	231	576	266	534	263	226	321	246	291	294	143	153
PH02Gene00759	121	412	160	329	152	159	189	137	188	232	100	143
PH02Gene00760	29	73	39	98	79	50	153	106	123	510	217	302
PH02Gene00761	3	11	4	63	39	21	31	21	19	49	19	28
PH02Gene00762	119	412	186	287	140	101	237	146	205	225	90	131
PH02Gene00763	3648	9909	4916	5736	3136	2474	3531	2404	2986	9769	4191	5388
PH02Gene00764	56	157	53	91	51	30	33	28	13	31	21	26
PH02Gene00765	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00766	26	69	39	47	22	34	26	30	23	29	8	12
PH02Gene00767	18	53	31	35	23	32	44	33	43	72	33	46
PH02Gene00768	403	1124	543	875	432	316	611	496	577	570	260	402
PH02Gene00769	0	3	1	1	0	1	2	1	2	2	1	1
PH02Gene00770	290	721	344	616	336	234	643	473	573	836	394	463
PH02Gene00771	846	2121	1021	1383	716	540	974	648	770	676	329	423
PH02Gene00772	1	2	1	1	3	0	2	6	0	6	0	2
PH02Gene00773	0	0	0	2	0	0	1	1	1	20	4	15
PH02Gene00774	12	17	6	6	6	7	15	7	14	8	0	2
PH02Gene00775	0	4	2	5	2	3	0	1	1	0	0	0
PH02Gene00776	35	138	83	165	70	61	72	69	64	80	33	41
PH02Gene00777	478	1254	600	847	447	403	638	470	560	561	271	322
PH02Gene00778	185	492	269	672	299	245	478	412	447	957	375	554
PH02Gene00779	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00780	0	1	0	0	0	0	0	0	0	0	0	0
PH02Gene00781	601	1823	892	1362	684	539	794	558	672	826	371	488
PH02Gene00782	5	25	7	13	3	5	4	6	2	5	2	5
PH02Gene00783	46	102	75	142	83	48	60	51	36	40	20	23
PH02Gene00784	217	517	272	400	216	191	307	212	259	433	208	256
PH02Gene00785	110	307	156	235	112	68	31	32	31	9	7	6
PH02Gene00786	4	6	5	8	3	0	0	0	0	5	0	5
PH02Gene00787	1221	3050	1528	2770	1466	1154	2539	1905	2307	4338	1858	2338
PH02Gene00788	0	0	0	0	0	1	0	0	0	0	0	0
PH02Gene00789	6	39	26	34	17	15	12	7	12	17	6	7
PH02Gene00790	583	1639	790	1641	843	581	1141	855	987	439	181	238
PH02Gene00791	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00792	245	664	322	514	277	226	359	251	347	313	117	195
PH02Gene00793	279	710	345	630	300	248	426	281	400	341	187	170
PH02Gene00794	0	0	0	0	0	0	0	0	0	0	1	0
PH02Gene00795	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene00796	5	13	7	12	1	3	4	2	2	5	3	5
PH02Gene00797	386	1033	454	805	459	375	595	467	517	702	316	418
PH02Gene00798	88	261	145	199	133	121	285	200	224	327	158	213
PH02Gene00799	14	54	21	36	26	22	188	121	147	150	56	91
PH02Gene00800	203	542	230	416	239	182	216	162	185	227	81	137
PH02Gene00801	306	921	448	812	401	386	437	342	372	499	250	297
